hour_of_day,money,coffee_name,Time_of_Day,Weekday,Month_name
10,38.7,Latte,Morning,Fri,Mar
12,38.7,Hot Chocolate,Afternoon,Fri,Mar
12,38.7,Hot Chocolate,Afternoon,Fri,Mar
13,28.9,Americano,Afternoon,Fri,Mar
13,38.7,Latte,Afternoon,Fri,Mar
15,33.8,Americano with Milk,Afternoon,Fri,Mar
16,38.7,Hot Chocolate,Afternoon,Fri,Mar
18,33.8,Americano with Milk,Night,Fri,Mar
19,38.7,Cocoa,Night,Fri,Mar
19,33.8,Americano with Milk,Night,Fri,Mar
19,33.8,Americano with Milk,Night,Fri,Mar
10,28.9,Americano,Morning,Sat,Mar
10,33.8,Americano with Milk,Morning,Sat,Mar
11,33.8,Americano with Milk,Morning,Sat,Mar
14,28.9,Americano,Afternoon,Sat,Mar
16,33.8,Americano with Milk,Afternoon,Sat,Mar
17,28.9,Americano,Night,Sat,Mar
10,38.7,Latte,Morning,Sun,Mar
11,28.9,Cortado,Morning,Sun,Mar
12,28.9,Americano,Afternoon,Sun,Mar
13,38.7,Hot Chocolate,Afternoon,Sun,Mar
17,38.7,Cocoa,Night,Sun,Mar
17,28.9,Cortado,Night,Sun,Mar
18,33.8,Americano with Milk,Night,Sun,Mar
18,33.8,Americano with Milk,Night,Sun,Mar
18,38.7,Hot Chocolate,Night,Sun,Mar
10,38.7,Latte,Morning,Mon,Mar
10,38.7,Latte,Morning,Mon,Mar
11,33.8,Americano with Milk,Morning,Mon,Mar
14,24.0,Espresso,Afternoon,Mon,Mar
9,38.7,Latte,Morning,Tue,Mar
14,38.7,Latte,Afternoon,Tue,Mar
17,38.7,Latte,Night,Tue,Mar
17,38.7,Hot Chocolate,Night,Tue,Mar
17,38.7,Cocoa,Night,Tue,Mar
17,38.7,Hot Chocolate,Night,Tue,Mar
17,38.7,Hot Chocolate,Night,Tue,Mar
17,28.9,Cortado,Night,Tue,Mar
18,38.7,Hot Chocolate,Night,Tue,Mar
13,28.9,Americano,Afternoon,Wed,Mar
13,28.9,Cortado,Afternoon,Wed,Mar
14,38.7,Cappuccino,Afternoon,Wed,Mar
14,38.7,Cappuccino,Afternoon,Wed,Mar
10,38.7,Hot Chocolate,Morning,Thu,Mar
11,38.7,Latte,Morning,Thu,Mar
15,28.9,Americano,Afternoon,Thu,Mar
15,33.8,Americano with Milk,Afternoon,Thu,Mar
10,28.9,Cortado,Morning,Fri,Mar
12,38.7,Cappuccino,Afternoon,Fri,Mar
13,28.9,Americano,Afternoon,Fri,Mar
14,28.9,Americano,Afternoon,Fri,Mar
14,28.9,Americano,Afternoon,Fri,Mar
14,33.8,Americano with Milk,Afternoon,Fri,Mar
18,38.7,Latte,Night,Fri,Mar
18,38.7,Latte,Night,Fri,Mar
12,24.0,Espresso,Afternoon,Sat,Mar
12,28.9,Americano,Afternoon,Sat,Mar
12,38.7,Cappuccino,Afternoon,Sat,Mar
12,28.9,Americano,Afternoon,Sat,Mar
12,28.9,Americano,Afternoon,Sat,Mar
13,38.7,Latte,Afternoon,Sat,Mar
13,33.8,Americano with Milk,Afternoon,Sat,Mar
13,28.9,Cortado,Afternoon,Sat,Mar
13,38.7,Cappuccino,Afternoon,Sat,Mar
14,33.8,Americano with Milk,Afternoon,Sat,Mar
14,38.7,Hot Chocolate,Afternoon,Sat,Mar
19,38.7,Cappuccino,Night,Sat,Mar
19,38.7,Hot Chocolate,Night,Sat,Mar
11,24.0,Espresso,Morning,Sun,Mar
19,38.7,Latte,Night,Sun,Mar
19,28.9,Cortado,Night,Sun,Mar
11,38.7,Cappuccino,Morning,Mon,Mar
16,28.9,Americano,Afternoon,Mon,Mar
16,38.7,Latte,Afternoon,Mon,Mar
16,28.9,Cortado,Afternoon,Mon,Mar
10,28.9,Americano,Morning,Tue,Mar
10,28.9,Cortado,Morning,Tue,Mar
11,38.7,Hot Chocolate,Morning,Tue,Mar
12,33.8,Americano with Milk,Afternoon,Tue,Mar
12,28.9,Americano,Afternoon,Tue,Mar
16,28.9,Americano,Afternoon,Tue,Mar
11,38.7,Hot Chocolate,Morning,Wed,Mar
11,28.9,Americano,Morning,Wed,Mar
12,28.9,Americano,Afternoon,Wed,Mar
12,28.9,Americano,Afternoon,Wed,Mar
14,33.8,Americano with Milk,Afternoon,Wed,Mar
15,24.0,Espresso,Afternoon,Wed,Mar
15,24.0,Espresso,Afternoon,Wed,Mar
16,24.0,Espresso,Afternoon,Wed,Mar
10,38.7,Latte,Morning,Thu,Mar
10,38.7,Hot Chocolate,Morning,Thu,Mar
13,28.9,Cortado,Afternoon,Thu,Mar
13,28.9,Americano,Afternoon,Thu,Mar
13,33.8,Americano with Milk,Afternoon,Thu,Mar
13,24.0,Espresso,Afternoon,Thu,Mar
15,38.7,Latte,Afternoon,Thu,Mar
16,33.8,Americano with Milk,Afternoon,Thu,Mar
16,24.0,Espresso,Afternoon,Thu,Mar
18,38.7,Hot Chocolate,Night,Thu,Mar
19,28.9,Cortado,Night,Thu,Mar
10,38.7,Hot Chocolate,Morning,Fri,Mar
18,28.9,Americano,Night,Fri,Mar
12,33.8,Americano with Milk,Afternoon,Sat,Mar
12,28.9,Americano,Afternoon,Sat,Mar
15,28.9,Cortado,Afternoon,Sat,Mar
16,28.9,Cortado,Afternoon,Sat,Mar
16,28.9,Cortado,Afternoon,Sat,Mar
17,33.8,Americano with Milk,Night,Sat,Mar
12,28.9,Cortado,Afternoon,Sun,Mar
11,28.9,Cortado,Morning,Mon,Mar
15,28.9,Americano,Afternoon,Mon,Mar
15,28.9,Americano,Afternoon,Mon,Mar
15,28.9,Americano,Afternoon,Mon,Mar
14,38.7,Latte,Afternoon,Tue,Mar
14,38.7,Latte,Afternoon,Tue,Mar
15,38.7,Hot Chocolate,Afternoon,Tue,Mar
16,33.8,Americano with Milk,Afternoon,Tue,Mar
11,28.9,Cortado,Morning,Wed,Mar
12,28.9,Cortado,Afternoon,Wed,Mar
13,38.7,Cappuccino,Afternoon,Wed,Mar
16,38.7,Cocoa,Afternoon,Wed,Mar
17,38.7,Latte,Night,Wed,Mar
12,28.9,Cortado,Afternoon,Thu,Mar
12,38.7,Cappuccino,Afternoon,Thu,Mar
17,28.9,Cortado,Night,Thu,Mar
19,38.7,Latte,Night,Thu,Mar
10,33.8,Americano with Milk,Morning,Fri,Mar
13,33.8,Americano with Milk,Afternoon,Fri,Mar
17,28.9,Americano,Night,Fri,Mar
17,24.0,Espresso,Night,Fri,Mar
17,28.9,Americano,Night,Fri,Mar
10,38.7,Latte,Morning,Sat,Mar
10,33.8,Americano with Milk,Morning,Sat,Mar
13,38.7,Cappuccino,Afternoon,Sat,Mar
13,38.7,Cocoa,Afternoon,Sat,Mar
14,33.8,Americano with Milk,Afternoon,Sat,Mar
15,38.7,Latte,Afternoon,Sat,Mar
15,33.8,Americano with Milk,Afternoon,Sat,Mar
16,28.9,Cortado,Afternoon,Sat,Mar
18,38.7,Latte,Night,Sun,Mar
10,38.7,Latte,Morning,Mon,Mar
14,38.7,Latte,Afternoon,Mon,Mar
14,38.7,Latte,Afternoon,Mon,Mar
18,33.8,Americano with Milk,Night,Mon,Mar
19,38.7,Cappuccino,Night,Mon,Mar
10,38.7,Cocoa,Morning,Tue,Mar
10,38.7,Latte,Morning,Tue,Mar
10,38.7,Latte,Morning,Tue,Mar
11,28.9,Cortado,Morning,Tue,Mar
13,28.9,Americano,Afternoon,Tue,Mar
13,28.9,Cortado,Afternoon,Tue,Mar
13,28.9,Cortado,Afternoon,Tue,Mar
13,28.9,Americano,Afternoon,Tue,Mar
15,38.7,Latte,Afternoon,Tue,Mar
18,38.7,Latte,Night,Tue,Mar
18,38.7,Hot Chocolate,Night,Tue,Mar
11,28.9,Cortado,Morning,Wed,Mar
11,33.8,Americano with Milk,Morning,Wed,Mar
12,33.8,Americano with Milk,Afternoon,Wed,Mar
13,38.7,Hot Chocolate,Afternoon,Wed,Mar
14,38.7,Cappuccino,Afternoon,Wed,Mar
14,28.9,Americano,Afternoon,Wed,Mar
18,28.9,Cortado,Night,Wed,Mar
14,28.9,Cortado,Afternoon,Thu,Mar
17,28.9,Cortado,Night,Thu,Mar
17,28.9,Americano,Night,Thu,Mar
17,38.7,Latte,Night,Thu,Mar
10,38.7,Latte,Morning,Fri,Mar
12,38.7,Cappuccino,Afternoon,Fri,Mar
12,38.7,Cappuccino,Afternoon,Fri,Mar
11,38.7,Latte,Morning,Sat,Mar
16,38.7,Latte,Afternoon,Sat,Mar
16,38.7,Latte,Afternoon,Sat,Mar
16,33.8,Americano with Milk,Afternoon,Sat,Mar
10,38.7,Cappuccino,Morning,Sun,Mar
10,28.9,Americano,Morning,Mon,Apr
10,33.8,Americano with Milk,Morning,Mon,Apr
10,33.8,Americano with Milk,Morning,Mon,Apr
11,33.8,Americano with Milk,Morning,Mon,Apr
18,33.8,Americano with Milk,Night,Mon,Apr
18,38.7,Hot Chocolate,Night,Mon,Apr
10,38.7,Latte,Morning,Tue,Apr
16,28.9,Americano,Afternoon,Tue,Apr
16,28.9,Cortado,Afternoon,Tue,Apr
10,28.9,Cortado,Morning,Wed,Apr
10,28.9,Americano,Morning,Wed,Apr
13,38.7,Cappuccino,Afternoon,Wed,Apr
10,38.7,Latte,Morning,Thu,Apr
11,38.7,Latte,Morning,Thu,Apr
11,38.7,Cappuccino,Morning,Thu,Apr
12,28.9,Cortado,Afternoon,Thu,Apr
10,28.9,Americano,Morning,Fri,Apr
10,28.9,Americano,Morning,Fri,Apr
11,28.9,Cortado,Morning,Fri,Apr
12,33.8,Americano with Milk,Afternoon,Fri,Apr
14,38.7,Latte,Afternoon,Fri,Apr
14,28.9,Cortado,Afternoon,Fri,Apr
16,24.0,Espresso,Afternoon,Fri,Apr
12,33.8,Americano with Milk,Afternoon,Sat,Apr
14,38.7,Cappuccino,Afternoon,Sat,Apr
14,28.9,Americano,Afternoon,Sat,Apr
14,38.7,Latte,Afternoon,Sat,Apr
10,38.7,Latte,Morning,Sun,Apr
12,38.7,Cappuccino,Afternoon,Sun,Apr
12,38.7,Cappuccino,Afternoon,Sun,Apr
14,28.9,Cortado,Afternoon,Sun,Apr
14,24.0,Espresso,Afternoon,Sun,Apr
18,38.7,Hot Chocolate,Night,Sun,Apr
18,33.8,Americano with Milk,Night,Sun,Apr
10,33.8,Americano with Milk,Morning,Mon,Apr
10,38.7,Cappuccino,Morning,Mon,Apr
11,28.9,Americano,Morning,Mon,Apr
11,38.7,Cappuccino,Morning,Mon,Apr
16,38.7,Latte,Afternoon,Mon,Apr
18,28.9,Americano,Night,Mon,Apr
19,33.8,Americano with Milk,Night,Mon,Apr
19,38.7,Cappuccino,Night,Mon,Apr
11,38.7,Latte,Morning,Tue,Apr
15,38.7,Hot Chocolate,Afternoon,Tue,Apr
17,38.7,Hot Chocolate,Night,Tue,Apr
17,24.0,Espresso,Night,Wed,Apr
18,38.7,Cappuccino,Night,Wed,Apr
20,38.7,Latte,Night,Wed,Apr
10,28.9,Americano,Morning,Thu,Apr
10,28.9,Americano,Morning,Thu,Apr
16,38.7,Latte,Afternoon,Thu,Apr
19,38.7,Cappuccino,Night,Thu,Apr
19,33.8,Americano with Milk,Night,Thu,Apr
19,38.7,Hot Chocolate,Night,Fri,Apr
19,28.9,Cortado,Night,Fri,Apr
12,38.7,Latte,Afternoon,Sat,Apr
12,28.9,Americano,Afternoon,Sat,Apr
16,38.7,Cappuccino,Afternoon,Sat,Apr
16,38.7,Latte,Afternoon,Sat,Apr
17,38.7,Cappuccino,Night,Sat,Apr
17,38.7,Cappuccino,Night,Sat,Apr
12,38.7,Cappuccino,Afternoon,Sun,Apr
13,28.9,Cortado,Afternoon,Sun,Apr
14,28.9,Americano,Afternoon,Sun,Apr
14,28.9,Americano,Afternoon,Sun,Apr
14,28.9,Americano,Afternoon,Sun,Apr
15,38.7,Cappuccino,Afternoon,Sun,Apr
16,28.9,Cortado,Afternoon,Sun,Apr
17,38.7,Latte,Night,Sun,Apr
18,38.7,Cappuccino,Night,Sun,Apr
11,28.9,Americano,Morning,Mon,Apr
17,28.9,Americano,Night,Mon,Apr
17,33.8,Americano with Milk,Night,Mon,Apr
19,33.8,Americano with Milk,Night,Mon,Apr
10,33.8,Americano with Milk,Morning,Tue,Apr
12,38.7,Cocoa,Afternoon,Tue,Apr
12,28.9,Cortado,Afternoon,Tue,Apr
15,28.9,Americano,Afternoon,Tue,Apr
17,33.8,Americano with Milk,Night,Tue,Apr
17,38.7,Cappuccino,Night,Tue,Apr
18,38.7,Cocoa,Night,Tue,Apr
13,28.9,Americano,Afternoon,Wed,Apr
13,24.0,Espresso,Afternoon,Wed,Apr
17,38.7,Cappuccino,Night,Wed,Apr
17,38.7,Cappuccino,Night,Wed,Apr
18,28.9,Cortado,Night,Wed,Apr
11,28.9,Americano,Morning,Thu,Apr
11,28.9,Americano,Morning,Thu,Apr
13,33.8,Americano with Milk,Afternoon,Thu,Apr
13,28.9,Cortado,Afternoon,Thu,Apr
14,38.7,Cappuccino,Afternoon,Thu,Apr
14,38.7,Latte,Afternoon,Thu,Apr
17,38.7,Latte,Night,Thu,Apr
18,38.7,Cappuccino,Night,Thu,Apr
19,38.7,Hot Chocolate,Night,Thu,Apr
19,38.7,Hot Chocolate,Night,Thu,Apr
10,38.7,Latte,Morning,Fri,Apr
13,33.8,Americano with Milk,Afternoon,Fri,Apr
13,38.7,Cappuccino,Afternoon,Fri,Apr
13,38.7,Hot Chocolate,Afternoon,Fri,Apr
13,38.7,Cappuccino,Afternoon,Fri,Apr
18,38.7,Cocoa,Night,Fri,Apr
18,33.8,Americano with Milk,Night,Fri,Apr
12,33.8,Americano with Milk,Afternoon,Sat,Apr
12,33.8,Americano with Milk,Afternoon,Sat,Apr
13,28.9,Americano,Afternoon,Sat,Apr
13,33.8,Americano with Milk,Afternoon,Sat,Apr
13,38.7,Hot Chocolate,Afternoon,Sat,Apr
14,38.7,Cappuccino,Afternoon,Sat,Apr
15,33.8,Americano with Milk,Afternoon,Sat,Apr
15,32.82,Americano with Milk,Afternoon,Sat,Apr
15,32.82,Americano with Milk,Afternoon,Sat,Apr
18,37.72,Cappuccino,Night,Sat,Apr
18,37.72,Cappuccino,Night,Sat,Apr
19,37.72,Latte,Night,Sat,Apr
11,37.72,Latte,Morning,Sun,Apr
14,27.92,Americano,Afternoon,Sun,Apr
11,27.92,Americano,Morning,Mon,Apr
11,32.82,Americano with Milk,Morning,Mon,Apr
19,37.72,Latte,Night,Mon,Apr
14,37.72,Cappuccino,Afternoon,Tue,Apr
14,32.82,Americano with Milk,Afternoon,Tue,Apr
14,37.72,Cappuccino,Afternoon,Tue,Apr
19,32.82,Americano with Milk,Night,Tue,Apr
19,32.82,Americano with Milk,Night,Tue,Apr
10,37.72,Latte,Morning,Wed,Apr
10,32.82,Americano with Milk,Morning,Wed,Apr
11,32.82,Americano with Milk,Morning,Wed,Apr
11,32.82,Americano with Milk,Morning,Wed,Apr
12,32.82,Americano with Milk,Afternoon,Wed,Apr
16,32.82,Americano with Milk,Afternoon,Wed,Apr
19,32.82,Americano with Milk,Night,Wed,Apr
19,37.72,Cappuccino,Night,Wed,Apr
10,27.92,Americano,Morning,Thu,Apr
15,37.72,Latte,Afternoon,Thu,Apr
17,27.92,Americano,Night,Thu,Apr
17,27.92,Americano,Night,Thu,Apr
10,37.72,Latte,Morning,Fri,Apr
12,37.72,Latte,Afternoon,Fri,Apr
13,37.72,Cappuccino,Afternoon,Fri,Apr
15,27.92,Americano,Afternoon,Fri,Apr
15,27.92,Americano,Afternoon,Fri,Apr
16,27.92,Cortado,Afternoon,Fri,Apr
16,27.92,Americano,Afternoon,Fri,Apr
19,37.72,Hot Chocolate,Night,Fri,Apr
19,37.72,Cocoa,Night,Fri,Apr
15,37.72,Cappuccino,Afternoon,Sat,Apr
10,37.72,Latte,Morning,Sun,Apr
12,37.72,Cappuccino,Afternoon,Sun,Apr
18,27.92,Americano,Night,Sun,Apr
18,27.92,Americano,Night,Sun,Apr
18,37.72,Latte,Night,Sun,Apr
11,27.92,Cortado,Morning,Mon,Apr
13,27.92,Americano,Afternoon,Mon,Apr
13,27.92,Cortado,Afternoon,Mon,Apr
13,27.92,Cortado,Afternoon,Mon,Apr
13,32.82,Americano with Milk,Afternoon,Mon,Apr
18,37.72,Cappuccino,Night,Mon,Apr
19,37.72,Cappuccino,Night,Mon,Apr
19,37.72,Cappuccino,Night,Mon,Apr
10,37.72,Latte,Morning,Tue,Apr
10,32.82,Americano with Milk,Morning,Tue,Apr
10,32.82,Americano with Milk,Morning,Tue,Apr
13,27.92,Americano,Afternoon,Tue,Apr
13,32.82,Americano with Milk,Afternoon,Tue,Apr
19,37.72,Cappuccino,Night,Tue,Apr
19,32.82,Americano with Milk,Night,Tue,Apr
19,37.72,Latte,Night,Tue,Apr
10,27.92,Americano,Morning,Thu,May
13,32.82,Americano with Milk,Afternoon,Thu,May
18,37.72,Cappuccino,Night,Thu,May
18,32.82,Americano with Milk,Night,Thu,May
19,37.72,Latte,Night,Thu,May
19,37.72,Cappuccino,Night,Thu,May
14,37.72,Latte,Afternoon,Fri,May
17,37.72,Latte,Night,Fri,May
10,27.92,Americano,Morning,Mon,May
10,37.72,Cappuccino,Morning,Mon,May
10,32.82,Americano with Milk,Morning,Mon,May
10,27.92,Americano,Morning,Mon,May
10,27.92,Cortado,Morning,Mon,May
13,27.92,Cortado,Afternoon,Mon,May
13,27.92,Americano,Afternoon,Mon,May
19,37.72,Cappuccino,Night,Mon,May
19,37.72,Cappuccino,Night,Mon,May
10,37.72,Cocoa,Morning,Tue,May
11,27.92,Cortado,Morning,Tue,May
13,27.92,Cortado,Afternoon,Tue,May
16,37.72,Cocoa,Afternoon,Tue,May
16,27.92,Americano,Afternoon,Tue,May
17,37.72,Cappuccino,Night,Tue,May
17,37.72,Latte,Night,Tue,May
19,37.72,Cappuccino,Night,Tue,May
19,37.72,Cappuccino,Night,Tue,May
10,37.72,Latte,Morning,Wed,May
12,37.72,Cappuccino,Afternoon,Thu,May
13,27.92,Americano,Afternoon,Thu,May
13,37.72,Latte,Afternoon,Thu,May
13,37.72,Latte,Afternoon,Thu,May
13,37.72,Latte,Afternoon,Thu,May
16,27.92,Americano,Afternoon,Thu,May
16,27.92,Americano,Afternoon,Thu,May
18,27.92,Americano,Night,Thu,May
18,32.82,Americano with Milk,Night,Thu,May
15,37.72,Latte,Afternoon,Fri,May
15,37.72,Latte,Afternoon,Fri,May
11,37.72,Latte,Morning,Sat,May
17,32.82,Americano with Milk,Night,Sat,May
17,37.72,Cocoa,Night,Sat,May
17,37.72,Cappuccino,Night,Sat,May
17,32.82,Americano with Milk,Night,Sat,May
18,37.72,Cappuccino,Night,Sat,May
19,37.72,Latte,Night,Sat,May
10,37.72,Latte,Morning,Sun,May
13,37.72,Latte,Afternoon,Sun,May
13,27.92,Americano,Afternoon,Sun,May
15,37.72,Latte,Afternoon,Sun,May
15,32.82,Americano with Milk,Afternoon,Sun,May
15,32.82,Americano with Milk,Afternoon,Sun,May
16,32.82,Americano with Milk,Afternoon,Sun,May
19,32.82,Americano with Milk,Night,Sun,May
11,32.82,Americano with Milk,Morning,Mon,May
8,27.92,Americano,Morning,Tue,May
8,27.92,Americano,Morning,Tue,May
8,27.92,Americano,Morning,Tue,May
10,37.72,Cappuccino,Morning,Tue,May
11,37.72,Latte,Morning,Tue,May
11,37.72,Cappuccino,Morning,Tue,May
14,37.72,Cappuccino,Afternoon,Tue,May
14,32.82,Americano with Milk,Afternoon,Tue,May
15,27.92,Americano,Afternoon,Tue,May
16,32.82,Americano with Milk,Afternoon,Tue,May
16,37.72,Cappuccino,Afternoon,Tue,May
22,37.72,Hot Chocolate,Night,Tue,May
8,37.72,Latte,Morning,Wed,May
11,23.02,Espresso,Morning,Wed,May
11,27.92,Americano,Morning,Wed,May
13,27.92,Americano,Afternoon,Wed,May
13,27.92,Americano,Afternoon,Wed,May
13,27.92,Americano,Afternoon,Wed,May
13,32.82,Americano with Milk,Afternoon,Wed,May
14,27.92,Cortado,Afternoon,Wed,May
14,27.92,Cortado,Afternoon,Wed,May
17,23.02,Espresso,Night,Wed,May
20,37.72,Cappuccino,Night,Wed,May
10,32.82,Americano with Milk,Morning,Thu,May
10,32.82,Americano with Milk,Morning,Thu,May
12,32.82,Americano with Milk,Afternoon,Thu,May
15,37.72,Hot Chocolate,Afternoon,Thu,May
17,37.72,Latte,Night,Thu,May
18,37.72,Hot Chocolate,Night,Thu,May
18,37.72,Latte,Night,Thu,May
9,27.92,Americano,Morning,Fri,May
11,32.82,Americano with Milk,Morning,Fri,May
19,32.82,Americano with Milk,Night,Fri,May
19,37.72,Cappuccino,Night,Fri,May
20,37.72,Cappuccino,Night,Fri,May
22,27.92,Americano,Night,Fri,May
22,37.72,Latte,Night,Fri,May
22,37.72,Latte,Night,Fri,May
8,37.72,Cappuccino,Morning,Sat,May
8,37.72,Cappuccino,Morning,Sat,May
11,32.82,Americano with Milk,Morning,Sat,May
16,32.82,Americano with Milk,Afternoon,Sat,May
16,32.82,Americano with Milk,Afternoon,Sat,May
19,32.82,Americano with Milk,Night,Sat,May
20,37.72,Latte,Night,Sat,May
7,27.92,Americano,Morning,Sun,May
7,27.92,Americano,Morning,Sun,May
8,37.72,Cappuccino,Morning,Sun,May
12,32.82,Americano with Milk,Afternoon,Sun,May
14,27.92,Americano,Afternoon,Sun,May
15,32.82,Americano with Milk,Afternoon,Sun,May
18,32.82,Americano with Milk,Night,Sun,May
18,23.02,Espresso,Night,Sun,May
18,37.72,Hot Chocolate,Night,Sun,May
19,37.72,Cappuccino,Night,Sun,May
21,37.72,Cappuccino,Night,Sun,May
21,37.72,Cappuccino,Night,Sun,May
10,32.82,Americano with Milk,Morning,Mon,May
10,37.72,Latte,Morning,Mon,May
10,37.72,Latte,Morning,Mon,May
11,27.92,Americano,Morning,Mon,May
11,27.92,Americano,Morning,Mon,May
13,27.92,Americano,Afternoon,Mon,May
13,27.92,Americano,Afternoon,Mon,May
14,32.82,Americano with Milk,Afternoon,Mon,May
14,37.72,Cappuccino,Afternoon,Mon,May
17,37.72,Latte,Night,Mon,May
17,37.72,Latte,Night,Mon,May
20,32.82,Americano with Milk,Night,Mon,May
20,37.72,Cocoa,Night,Mon,May
20,27.92,Cortado,Night,Mon,May
21,32.82,Americano with Milk,Night,Mon,May
21,32.82,Americano with Milk,Night,Mon,May
8,37.72,Latte,Morning,Tue,May
16,37.72,Latte,Afternoon,Tue,May
18,23.02,Espresso,Night,Tue,May
19,37.72,Cappuccino,Night,Tue,May
20,37.72,Cappuccino,Night,Tue,May
9,37.72,Cappuccino,Morning,Wed,May
10,32.82,Americano with Milk,Morning,Wed,May
11,27.92,Cortado,Morning,Wed,May
11,32.82,Americano with Milk,Morning,Wed,May
12,27.92,Americano,Afternoon,Wed,May
12,27.92,Americano,Afternoon,Wed,May
14,32.82,Americano with Milk,Afternoon,Wed,May
19,37.72,Cappuccino,Night,Wed,May
19,37.72,Cappuccino,Night,Wed,May
21,37.72,Hot Chocolate,Night,Wed,May
21,37.72,Cappuccino,Night,Wed,May
10,37.72,Cappuccino,Morning,Thu,May
12,23.02,Espresso,Afternoon,Thu,May
15,37.72,Cappuccino,Afternoon,Thu,May
15,37.72,Cappuccino,Afternoon,Thu,May
16,37.72,Cappuccino,Afternoon,Thu,May
16,37.72,Latte,Afternoon,Thu,May
17,37.72,Cappuccino,Night,Thu,May
17,37.72,Latte,Night,Thu,May
19,27.92,Cortado,Night,Thu,May
19,37.72,Cappuccino,Night,Thu,May
19,37.72,Cappuccino,Night,Thu,May
19,37.72,Cappuccino,Night,Thu,May
20,37.72,Cappuccino,Night,Thu,May
20,37.72,Latte,Night,Thu,May
22,32.82,Americano with Milk,Night,Thu,May
11,27.92,Cortado,Morning,Fri,May
11,27.92,Americano,Morning,Fri,May
11,27.92,Americano,Morning,Fri,May
16,37.72,Hot Chocolate,Afternoon,Fri,May
18,27.92,Cortado,Night,Fri,May
18,27.92,Cortado,Night,Fri,May
22,32.82,Americano with Milk,Night,Fri,May
12,37.72,Latte,Afternoon,Sat,May
12,32.82,Americano with Milk,Afternoon,Sat,May
12,32.82,Americano with Milk,Afternoon,Sat,May
12,32.82,Americano with Milk,Afternoon,Sat,May
16,32.82,Americano with Milk,Afternoon,Sat,May
16,27.92,Americano,Afternoon,Sat,May
10,37.72,Latte,Morning,Sun,May
14,32.82,Americano with Milk,Afternoon,Sun,May
14,27.92,Cortado,Afternoon,Sun,May
14,32.82,Americano with Milk,Afternoon,Sun,May
17,37.72,Cappuccino,Night,Sun,May
18,37.72,Hot Chocolate,Night,Sun,May
18,37.72,Hot Chocolate,Night,Sun,May
18,27.92,Americano,Night,Sun,May
18,37.72,Latte,Night,Sun,May
20,37.72,Hot Chocolate,Night,Sun,May
21,37.72,Cappuccino,Night,Sun,May
21,27.92,Cortado,Night,Sun,May
21,37.72,Cappuccino,Night,Sun,May
21,37.72,Latte,Night,Sun,May
21,37.72,Cappuccino,Night,Sun,May
11,27.92,Americano,Morning,Mon,May
14,32.82,Americano with Milk,Afternoon,Mon,May
14,37.72,Cocoa,Afternoon,Mon,May
15,27.92,Americano,Afternoon,Mon,May
15,27.92,Americano,Afternoon,Mon,May
17,37.72,Latte,Night,Mon,May
18,27.92,Americano,Night,Mon,May
19,37.72,Latte,Night,Mon,May
19,37.72,Latte,Night,Mon,May
21,32.82,Americano with Milk,Night,Mon,May
21,37.72,Cappuccino,Night,Mon,May
8,32.82,Americano with Milk,Morning,Tue,May
9,32.82,Americano with Milk,Morning,Tue,May
11,37.72,Cappuccino,Morning,Tue,May
13,37.72,Cappuccino,Afternoon,Tue,May
14,37.72,Cocoa,Afternoon,Tue,May
16,27.92,Cortado,Afternoon,Tue,May
19,27.92,Americano,Night,Tue,May
19,37.72,Latte,Night,Tue,May
20,32.82,Americano with Milk,Night,Tue,May
20,27.92,Americano,Night,Tue,May
9,37.72,Latte,Morning,Wed,May
11,37.72,Hot Chocolate,Morning,Wed,May
15,27.92,Americano,Afternoon,Wed,May
15,37.72,Latte,Afternoon,Wed,May
15,37.72,Cappuccino,Afternoon,Wed,May
16,37.72,Latte,Afternoon,Wed,May
18,27.92,Cortado,Night,Wed,May
18,37.72,Latte,Night,Wed,May
20,37.72,Hot Chocolate,Night,Wed,May
20,37.72,Cocoa,Night,Wed,May
8,37.72,Cappuccino,Morning,Thu,May
8,37.72,Latte,Morning,Thu,May
8,32.82,Americano with Milk,Morning,Thu,May
9,37.72,Latte,Morning,Thu,May
14,32.82,Americano with Milk,Afternoon,Thu,May
15,23.02,Espresso,Afternoon,Thu,May
15,23.02,Espresso,Afternoon,Thu,May
19,37.72,Cappuccino,Night,Thu,May
20,37.72,Latte,Night,Thu,May
20,37.72,Hot Chocolate,Night,Thu,May
20,32.82,Americano with Milk,Night,Thu,May
7,32.82,Americano with Milk,Morning,Fri,May
9,37.72,Latte,Morning,Fri,May
10,37.72,Hot Chocolate,Morning,Fri,May
10,37.72,Cocoa,Morning,Fri,May
14,32.82,Americano with Milk,Afternoon,Fri,May
18,37.72,Latte,Night,Fri,May
18,37.72,Latte,Night,Fri,May
20,37.72,Cappuccino,Night,Fri,May
20,32.82,Americano with Milk,Night,Fri,May
20,37.72,Latte,Night,Fri,May
22,37.72,Cappuccino,Night,Fri,May
22,32.82,Americano with Milk,Night,Fri,May
22,27.92,Cortado,Night,Fri,May
8,27.92,Cortado,Morning,Sat,Jun
9,37.72,Latte,Morning,Sat,Jun
11,37.72,Latte,Morning,Sat,Jun
14,32.82,Americano with Milk,Afternoon,Sat,Jun
18,32.82,Americano with Milk,Night,Sat,Jun
18,32.82,Americano with Milk,Night,Sat,Jun
20,37.72,Cappuccino,Night,Sat,Jun
